transactionID,accountID,transactionAmount,transactionCurrencyCode,transactionDate,transactionTime,localHour,transactionDeviceId,transactionIPaddress
86EB854A-E34C-444F-92F2-3567FEEA91A3,A1759222219152450,237.04,USD,20130418,165848,10,NA,76.237
F7C5B3E6-5372-474E-B4A0-60912B726639,A309681307561823,149.44,USD,20130418,230419,18,NA,75.177
C0C109CA-5ECF-40E1-8D9E-55025AB4FBCF,A844428041547410,99.99,GBP,20130419,102326,NA,NA,141
CD77E40B-B5DF-4C24-9A41-6E55793A90BD,A1899946963731140,62.49,USD,20130419,115126,5,NA,71.195
D12B9922-D2E5-4BD2-BC6C-7486816F0AD7,A985156993509507,75.58,USD,20130419,170750,9,NA,184.169
B6F5ED72-DC16-47A4-9921-3824C780A815,A914801004943538,31.94,USD,20130420,14058,19,NA,184.186
499056C6-A358-4E98-8685-9EC28E333CF7,A1759222094070230,281.37,CAD,20130420,191553,14,NA,76.64
D0A2E6EF-037B-4A22-816B-35DCC965C228,A985156995541712,3298,MXN,20130423,20253,20,NA,189.149
44E0A6A4-06F8-40B7-9CAA-7E421AB8FD69,A844427703526719,102.48,USD,20130423,31500,NA,NA,174.51
22F1F04E-3F22-4BA6-AE81-6329C97E613F,A2181420350587670,149.99,USD,20130423,173749,9,NA,75.111
B9F2630D-2677-44EF-9DAF-CAACE7EF989E,A1759222164863410,109.99,USD,20130424,83840,0,NA,65.19
0E2AB375-BA94-41B4-A0A5-9C173653D5F7,A844428044533734,599,AUD,20130424,121732,22,NA,125.253
B76E185F-504D-437A-9865-ECDA737870F3,A914801007105746,93.85,USD,20130424,173221,9,NA,54.244
1BFE4527-0634-4541-AE5B-36B56B92F78B,A985156996696141,1199,SEK,20130425,83909,9,NA,90.23
F325312B-1722-414B-8969-07E1BADC9D75,A1688853647393240,147.69,USD,20130425,162452,8,NA,76.173
F6C39AEA-B9AC-4718-9690-A47F81A7C38D,A844427754541367,116.86,USD,20130425,211242,15,NA,98.228
A6447B92-1029-48D5-9B03-086284B006CB,A1055521395048230,83.14,USD,20130426,175550,12,NA,54.235
A6420C3F-3816-4043-B8F2-73B7C384475E,A1688852501978320,134.81,USD,20130427,190957,14,NA,69.123
8FD67A34-3815-4050-AD67-DF29BC551351,A844428045623555,80.79,USD,20130427,233804,18,NA,71.233
81BCECDA-79F8-470D-9407-44198BD3EC06,A1055520964660610,219.99,USD,20130428,1021,19,NA,24.127
618987FF-BE7A-451C-B8C3-62E31CC9444E,A985156287053363,151.54,USD,20130428,1651,18,NA,99.8
C70F7DCA-97F0-4486-83DC-B06483D9CFF5,A1829582571089880,233.19,USD,20130428,53453,21,NA,67.185
DBC4622E-A4BD-478C-A958-D67E1C11A000,A1759222219189020,222.19,USD,20130428,83340,3,NA,67.197
69CEC859-4F1A-4837-8898-BAE6DBC4E1BD,A985156998227558,231.56,USD,20130428,232641,16,NA,184.98
2CBAE444-87AF-4760-9B86-846E0F5A8DBF,A1759221413220100,999999,IDR,20130429,122218,19,NA,112.78
B887357A-871E-425D-B17D-B1E7DF59A7EC,A914801011218316,224.11,USD,20130429,125828,7,NA,209.33
2CABEE6F-6606-48AA-87C9-D96C328A8C5A,A844428046730497,278.88,CAD,20130429,160329,11,NA,24.203
494D137C-73F9-4388-B775-A97A4F2EF725,A985156345961425,109.99,USD,20130430,63318,23,NA,184.98
E2D03B65-3D85-4453-902F-6AED9194A7AD,A1899946969878610,65.54,USD,20130430,181724,13,NA,24.188
C4286407-3D76-4187-8FD8-EEF5CE3E26A2,A844428047343854,106.24,USD,20130501,10258,19,NA,76.29
8C0CDFD5-0A74-405D-9360-B99DC5F5A658,A1829582571100710,239.51,USD,20130501,213342,16,NA,24.161
D4C38B0B-DFEF-4F21-A66B-AC87B626BBFA,A985156999024771,93.07,USD,20130502,141438,6,NA,54.214
F69ECCC1-8BF7-48B4-80D8-75CF064D6017,A914801012822158,92.2,USD,20130502,142125,9,NA,54.242
E904965B-8DFE-4819-80DF-FE6E0F50F4E4,A914801013785993,95.02,USD,20130502,144415,9,NA,107.2
C1BB5DA1-3DB9-47B3-BF4E-25C402A14AE8,A914801013775218,92.2,USD,20130503,92023,4,NA,75.101
C92FFA51-901D-4F5E-AF5A-A0F05FD9EE49,A1899946263303050,939,NOK,20130503,180523,19,NA,85.165
3A13F395-6C81-4DD9-ABEB-FE7089DD21E2,A985157000299534,157.07,CAD,20130503,190854,14,NA,99.249
F5F315E9-DA90-463E-B981-7D7EB8FFB197,A914801014875116,238.14,USD,20130503,201659,15,NA,173.8
0EE3572D-7311-4F07-B930-0A89C79983EF,A985156712327404,219.99,GBP,20130504,175708,17,NA,86.4
EE5AF4F5-3678-4552-90BF-C178A1073A13,A985157000491580,399.99,AUD,20130505,92129,19,NA,125.168
A0F3B9E3-5B99-4E62-99BC-3159F5F3C5D0,A914800550439914,157.07,CAD,20130505,160211,11,NA,72.38
E23AEB7C-E6E5-45AC-BF52-15318F230F7C,A1688852408331370,159.85,CAD,20130505,210044,17,NA,100.42
DE6C7FAE-FE3C-4316-8585-6C5942D43B19,A1055521395382470,153.29,USD,20130506,40303,20,NA,174.21
1ACA02AF-1E19-429B-9C7E-B62584B5F770,A914801018475755,149.93,USD,20130507,12731,18,NA,70.19
8F4A2E5B-152F-45DB-B0E1-77EB964422F4,A844428050423122,64.49,USD,20130507,120126,7,NA,75.67
6F7F79E1-1A74-4AF6-9706-830302FC7942,A844428029043738,21.6,USD,20130507,164022,10,NA,204.197
5403C73E-98E5-47B4-B3A8-82335C48C6C0,A1055521396853140,150.49,USD,20130509,1733,18,NA,96.18
04A6E453-2077-4703-BA51-A0803BBC7F94,A564049508937862,99,USD,20130509,73248,NA,NA,71.189
A6C7101E-7794-4149-A00C-86F43AC4AF08,A1055521397087470,299,AUD,20130509,133850,23,NA,101.16
4D150B63-9F3D-4A5E-A899-FECAF11AA4FE,A985156107272519,118.79,USD,20130509,164114,11,NA,108.176
F8226068-961C-4004-9061-B71F6C1665A2,A1688853647452210,423.99,USD,20130509,180244,13,NA,174.55
EC41414F-5244-47AC-9F4F-DC7EAF66FA86,A985156344741724,239,BRL,20130510,12917,22,NA,177.134
F6D8E9B1-CC74-48F9-B46C-F74DE6E82491,A1759220976223180,1079,BRL,20130512,155113,12,NA,189.51
704EA48E-FAA1-485B-88C9-6F3E21CAC2E7,A914800134032375,109.99,USD,20130512,223126,17,NA,69.88
DA660AD0-C47C-4012-9B2A-A74B9867F517,A1829581642988470,239,BRL,20130513,203733,17,NA,177.42
B5550A72-81D1-4F96-8294-690A060C0071,A1688853605359930,66.05,USD,20130514,4837,19,NA,98.243
8B6010EB-EB1A-4AFE-9E41-0EB3FFF81CC7,A844428024841325,149.79,USD,20130514,114506,6,NA,68.83
2EA5AE02-F407-41D5-98D6-EBC2C4BF9DD2,A1055521007937570,1154.4,USD,20130514,181402,10,NA,72.219
209C8814-08A3-4199-99FE-B7E3C99EB101,A1055521400546730,119.99,USD,20130514,200430,NA,NA,216.15
64C56D07-3CE5-42DD-8ACD-86FCEC01CC7A,A1899946873128090,127.48,USD,20130515,32742,22,NA,108.73
0C8F4CEC-54F7-44BE-A57B-CC2382BA5B2B,A1688853524309620,119.98,USD,20130515,42523,22,NA,72.16
2616D25E-605D-4D13-A747-8056ACC9FECC,A1759221088015650,239,BRL,20130515,174630,14,NA,179.191
976B65D5-19C3-48A1-A57A-E67899D3E4DE,A1688853660541850,105.98,USD,20130515,195139,14,NA,71.169
7C52F75A-B38D-4E3A-8C91-83F9FC04A0FB,A1829582583894660,59.99,USD,20130515,200036,15,NA,173.8
E1DF3460-24B4-43A6-9E8C-8432ED03D018,A362840681200346,159.85,CAD,20130515,201532,16,NA,71.7
DC52C196-52BA-45B3-9C3A-50EEAAF9A12E,A985156921982186,50.49,USD,20130515,201544,15,NA,66.3
0D20ED93-B1A8-4C3D-A492-FB63C8C2D3D6,A1688853596363060,60.59,USD,20130516,113913,6,NA,184.18
1517BB82-21EB-40EF-AF3D-65614C90297C,A1829582583896790,127.18,USD,20130516,120413,7,NA,75.151
CF2FC7F2-2924-4EC3-8951-1F5785BE3003,A914800889932462,53.36,USD,20130516,123746,6,NA,99.156
CBCE65DD-1D82-4C65-91BD-683020CF1D6E,A1688853596241210,59.99,USD,20130516,123317,6,NA,173.9
1E0E93F8-6B15-40BA-ACE4-77CF9B527E0C,A1899946944829860,59.99,USD,20130516,125534,7,NA,173.12
294A76D1-B583-432B-AA49-F32AA4974B94,A1829582519832190,59.99,USD,20130516,132947,8,NA,184.2
17D5B8ED-6683-4647-B551-D2BBE8C798E5,A914800889937190,53.11,USD,20130516,180759,13,NA,50.76
3A0ABDCD-6F28-4C1F-BE5A-F341A4084E50,A1759222105153830,108.38,USD,20130516,183315,10,NA,173.16
DCCC41EB-D464-4684-B53D-C89C70D194B3,A844428056745591,49.99,USD,20130516,200830,12,NA,173.164
AAC80D62-E482-4488-801A-941B8B43E034,A844427926468579,54.11,USD,20130517,54501,0,NA,50.198
88869C17-D26A-476A-95C9-A6E93170CA62,A1688853596360510,65.16,USD,20130517,54608,0,NA,68.161
2DD082E0-85FA-4967-91C7-FB34908A1D89,A1759222168021270,63.95,USD,20130517,61422,0,NA,69.15
ABA4D27A-EDFF-47E7-9F92-DE6F02753299,A1688853596356500,59.99,USD,20130517,62903,1,NA,66.147
A6A32094-B81A-4B70-B184-7B74C5B694CB,A1829582189343980,129.34,USD,20130517,73054,2,NA,72.16
FBB33185-B7C4-47B3-9118-11693E3BE83C,A1759222167950540,59.99,USD,20130517,71434,23,NA,50.9
8CF41C6B-5E7A-44FD-B4F4-975432C25086,A1829582519835540,63.59,USD,20130517,75404,23,NA,173.197
11EDBDC9-2F68-4E09-8DB8-FB0D9B70B121,A1899947003739520,239.24,USD,20130517,115253,5,NA,173.217
9D2F95B4-73B9-4427-88FF-B82EB58087BB,A985157008993462,105.48,USD,20130517,114205,5,NA,65.28
DE2C2A1F-DE62-4A91-8FB1-D40C46B96DF6,A985157009164620,151.54,USD,20130517,163901,10,NA,71.164
FC750F5F-8402-4006-AFAC-4DD63C61F2F2,A985156554634689,116.86,USD,20130517,190151,14,NA,75.67
53FB03E4-3872-4E94-B597-12F0C1C8E38D,A360434769010983,149.44,USD,20130517,204539,15,NA,76.244
EA959383-BCF0-465E-AF30-DC2E5938E855,A844427218518467,157.94,USD,20130517,205223,15,NA,68.81
51D66EFC-6211-4DF0-BB4C-1BCE5F248330,A296624604869030,139.99,USD,20130517,213816,13,NA,98.255
7F5B344A-6274-4032-94D2-A21461F977A2,A914801025693987,278.88,CAD,20130518,14007,19,NA,24.77
5F25E7A1-C8CF-4262-9365-D8D8BBADBD2A,A1055520529067390,163.16,USD,20130518,53932,21,NA,76.22
C37B550B-F3BB-4C9A-9A7F-5133D4C9496C,A1829582514718140,238.14,USD,20130518,64745,0,NA,99.1
A891E91F-34EB-47BE-87EC-EF06767A0E5E,A914801026387229,301.26,USD,20130519,34258,19,NA,66.245
29111CE5-5A24-49BB-A358-0793FC585801,A985157010264242,73080,JPY,20130519,64804,15,NA,118.13
DBECA025-8715-4299-B743-F2DC5C5D32FA,A985157010653462,80.92,USD,20130519,174909,9,NA,15.185
624230B8-10F5-4BA5-A45B-BFF259872D75,A985157010652653,73080,JPY,20130519,183736,3,NA,110.134
F558D2DF-78BC-4A0E-A230-4B7291A94F78,A1899946887996110,235.39,USD,20130519,232756,18,NA,108.35
A9A9B9C3-90F1-4BD3-9217-0EA2828D65B2,A914800654351337,148.74,USD,20130520,153557,9,NA,50.4
104D3F8D-6772-4535-AC30-D78279A10F53,A914801027937767,149.99,AUD,20130521,44444,14,NA,150.101
AA345197-EC08-4848-9F43-97862C99593E,A914801028323265,150.31,USD,20130521,183949,12,NA,24.159
2389B79E-4A88-416B-BF63-86DDD4CE0095,A985156821621035,152.03,USD,20130522,50718,22,NA,68.3
0E1A2979-7A26-4C95-AFDE-E391961B3467,A1899946781631740,233.74,USD,20130522,120538,6,NA,69.245
EC8BF756-2E01-4485-9B7E-12363CAAE435,A1688853432603810,238.14,USD,20130522,115128,5,NA,72.191
E70D13AE-274C-404F-B2C2-F1AF18F702B3,A1055521405851730,85.59,USD,20130522,140805,NA,NA,201.247
6FEBCE16-D75E-4426-92B8-7F7A9CE058BB,A1055521406108610,973.17,USD,20130522,171823,11,NA,75.54
5D333262-9627-4E42-84EA-615E7031CD48,A1055521406038580,73080,JPY,20130522,180843,3,NA,125.51
12E12CAD-EC37-4E94-8D22-38BBE241C040,A1899947010057920,5097,HKD,20130523,50136,14,NA,153.16
BF43B590-100C-49DE-8DE2-F4F0462CC9CC,A844428061406186,1091.15,USD,20130523,143514,8,NA,98.196
4845B1D4-5FDF-49EA-B755-594CBEF3B4E6,A1829582358242680,239.51,USD,20130523,143147,9,NA,140.251
32E64963-58DD-4FBC-9125-ED1ACBFE62EF,A1899946781648580,228.79,USD,20130523,150552,9,NA,130.16
6BC0D760-19D3-41AB-B24A-87509876A25B,A1759222251254350,516.24,CAD,20130523,180657,10,NA,216.218
8A753C7E-56CE-4D4C-8910-767868183DD5,A914801029782303,148.74,USD,20130523,235809,18,NA,50.136
021535A3-03BA-43FF-9ADF-9EB8ED0DCCD2,A844427388621092,85.59,USD,20130524,1420,19,NA,68.228
C6FD141A-3BE6-49A4-84BE-421F35CA31B2,A914800247987042,21.71,USD,20130524,2943,19,NA,24.44
D7E5266B-1C45-4BAA-AAEC-15D771DDF4D9,A1055521406380930,139.99,USD,20130524,5156,19,NA,72.86
761ADA43-FAD5-44FC-877C-82B8FD06CA58,A311880327984872,109.99,USD,20130524,164507,11,NA,50.78
C00398AE-B078-415C-BB5D-1F29152F4B00,A844427390246047,5.39,USD,20130524,200526,15,NA,72.9
63C571C9-4D3A-4A6F-84AF-7339ABF5FDDA,A844427390246047,5.39,USD,20130524,205421,15,NA,72.9
5F4BFC0E-B20F-4310-8971-6D3B8E7C7EF8,A914801030385624,79.99,USD,20130524,210327,15,NA,161.31
ECB14CCC-D8F9-43C1-8EC2-D94AA69A2ECA,A1055520437302600,1200.68,USD,20130524,213426,16,NA,173.9
043408BB-F09D-4E53-B3BB-A24E0AD4BDF6,A844427390246047,5.39,USD,20130525,105646,5,NA,74.67
9824B652-A52C-42EA-8BF0-A23D678B9527,A844427390246047,5.39,USD,20130525,115749,6,NA,74.67
2FAF5C96-CEE4-4D17-BEE6-EB27DF5351E7,A844427390246047,5.39,USD,20130525,115941,6,NA,74.67
E720050B-91AD-4ECE-8F88-CA91D6A18E39,A844427390246047,5.39,USD,20130525,122010,7,NA,74.67
0C9B4BE7-CEDB-4B19-9061-855CEC55B0FF,A844427390246047,5.39,USD,20130525,122725,7,NA,74.67
62C66790-989B-43C0-8FCD-12C5829A6D77,A914800278864743,151.54,USD,20130525,210757,15,NA,50.15
976C63FB-B108-4C8E-B190-C37F1FF602B4,A985156290472668,5.34,USD,20130526,14847,20,NA,74.129
ABA1D7A5-99A8-4416-B120-BD5E39AF612A,A844427390246047,5.39,USD,20130526,22400,21,NA,74.67
8BD69B6D-0367-4EED-AE01-5A28B815C999,A1899945509487400,10.81,USD,20130526,24005,20,NA,70.124
46C30D4B-09B0-432A-AC46-DDD857CBD1FF,A844427390246047,5.39,USD,20130526,24638,21,NA,74.67
A012EE4D-7688-4A68-BAA1-6E372A040ADA,A1055521399136000,5.4,USD,20130527,43435,23,NA,24.184
3FBDA277-FA1B-4355-856A-91A8D9CB828C,A985157015268058,4.99,USD,20130527,201332,15,NA,24.254
473551AD-AFD4-49DE-B182-623E23AE5E46,A1055521108927870,219.99,USD,20130527,200230,13,NA,72.175
50EA1C3A-CE63-435C-BA22-4846C2024425,A844427328211634,104.7,USD,20130528,2616,14,NA,66.8
1FB77AC2-B16B-468E-B8AD-D83F82586D10,A1829582571084310,222.19,USD,20130528,35641,22,NA,108.69
A45AA627-25B8-40C5-BA84-8581AEA31D28,A1829582571162030,219.99,USD,20130528,61301,22,NA,12.206
EFAE71B3-0EB4-413B-BFA1-541328AD3FB1,A1055520836257310,5.04,USD,20130528,115956,6,NA,69.177
96AEA45B-C521-487A-890A-A5EFD5109973,A844427390246047,5.39,USD,20130528,125517,7,NA,72.9
2B17E512-6E72-4890-87BD-3C122AA8604E,A844427390246047,5.39,USD,20130528,171102,12,NA,72.9
DE46E518-A85B-40FA-8D00-0527941DF682,A1829582602002910,589,EUR,20130530,165605,17,NA,86.67
027C22C5-135C-47DF-8C96-3289EB88AE52,A1759222219270900,235.39,USD,20130531,10626,20,NA,71.58
37E89109-BF6A-4056-AAE5-3CECBB90641E,A985156954406966,240.45,USD,20130531,13131,19,NA,199.192
95B931E2-7A0A-4173-ACA5-8B43ED291019,A1759222219270870,424.99,USD,20130531,43809,22,NA,108.83
B40CF2C8-A5D3-439B-BEC7-E8E70A0E3317,A1759222234549810,73080,JPY,20130601,101815,19,NA,114.167
F8A27B27-C73C-4DD1-AED7-97F5A6761294,A1899947010054330,73080,JPY,20130601,113921,20,NA,180.46
B67BDFBC-B7D7-414A-A781-964A9C80E8B1,A1759222234548420,538,EUR,20130602,50747,14,NA,110.233
BB496ECE-16ED-448A-BE0D-272C234653B5,A1759222234549860,62580,JPY,20130602,231737,8,NA,119.242
8FCE1AE5-6A19-46A3-8EC1-8D62B83C29A3,A1759221435782970,157.07,CAD,20130604,235653,18,NA,24.15
375FCC05-7C62-492F-92F5-53AF0EEDE57A,A1759222234549920,73080,JPY,20130605,231747,8,NA,49.129
2EB5E726-5854-45B4-A674-FBCFD891AE9A,A362221882887902,680.89,USD,20130606,175112,NA,NA,201.247
6C9E1AA1-9D12-49F6-8CC2-F4E5B1053CCA,A985157021080233,479,GBP,20130606,183846,18,NA,86.146
16212511-57EB-4206-95EA-1AD25B767926,A985157022379291,279.98,USD,20130606,225842,17,NA,173.56
813EDBBA-D2FF-4316-AA18-DCBCC923619D,A1899947010059410,73080,JPY,20130607,140201,23,NA,49.129
73FD0C82-ABD2-483C-93B3-9E0B6D5F1793,A1759222234548900,73080,JPY,20130607,143833,23,NA,110.233
84F42387-D564-4878-8D22-760BCE34AD08,A844428070993534,1307.65,USD,20130607,164915,10,NA,24.227
1A68B478-E49B-4052-9BCD-2DC43AFA57B9,A1688853682035130,490,EUR,20130607,170213,NA,NA,109.99
A645B1E3-E62B-40EB-8201-F5ED545697E9,A985157023797738,281.37,CAD,20130609,55754,22,NA,206.128
194011B7-EB22-403A-9B71-9964CCD499B9,A985157024003479,219.99,USD,20130609,142326,9,NA,64.94
CC3A3235-D2C0-4050-B3FA-1874B30260D6,A1899946865208980,62580,JPY,20130609,160135,1,NA,110.233
68162486-44E1-44E6-AB46-44EAF9D72EF6,A985157024246345,51.24,USD,20130610,2353,NA,NA,75.173
7C1A8002-1E95-4100-B2E3-2EDAEFA7AC4E,A1688853516414440,79380,JPY,20130610,152834,0,NA,119.242
A4B91F8E-04B2-4A1C-B612-10F42C760989,A844427101383089,519.99,USD,20130610,223049,14,NA,70.165
8625D6A1-D881-4521-8246-5F1B2381D71D,A1899946865209040,79380,JPY,20130611,3831,9,NA,153.161
DFDDB7C2-7E6D-41A1-86CC-84FCF8F3C8E8,A914800689334401,109.99,USD,20130611,4536,16,NA,108
531E0DC8-53E7-40A2-A8E4-A28F3ACE3F45,A1688852207604610,99,AUD,20130611,13724,11,NA,101.162
E24846FB-89B2-4304-8039-23C9271D1889,A1688853516417610,78750,JPY,20130611,112611,20,NA,153.135
E4BA8082-355D-4EA7-B2C8-1D9E07046F30,A985157025448796,73080,JPY,20130611,122625,21,NA,180.53
D7391AE6-467B-4C82-9310-7AA348F9D0C4,A914800267247225,139.99,USD,20130612,12629,20,NA,68.48
C1BC707F-E92A-4FD4-A709-39C1C7666465,A985157026745005,36540,JPY,20130613,1759,9,NA,222.144
5FE36C4E-BDCE-4C58-B35A-2077ED72CDFF,A1055521420182040,752.68,USD,20130613,1615,18,NA,216.13
EC68A65E-1901-4CE2-8BAF-92E4734A4D74,A985157026813391,226.95,USD,20130613,11443,17,NA,70.17
86E7F3BE-FA69-4D61-A458-12E8E726858D,A1899947009495620,73080,JPY,20130613,15529,10,NA,153.132
306D1B72-286E-44A1-AF1E-BC01B6551B83,A1688853662168790,73080,JPY,20130613,40012,13,NA,180
E32B5896-DD3D-4C40-BFAB-75C27190A55C,A985156972392398,152.94,USD,20130613,83353,2,NA,98.87
78A67431-762B-4266-9942-E6EEB4A268BF,A1688853662170320,839.97,USD,20130613,103533,19,NA,114.167
DA98CDF2-61C3-44C2-9ABA-1364BB7671AF,A914800150734044,593.58,USD,20130613,214101,16,NA,50.14
B1DCEA69-8515-497E-8CAF-FEF5A9A4E5C5,A1899947009495910,538,EUR,20130614,132832,22,NA,114.167
CF161FC1-9EE6-42F9-92F4-84E0B45957D6,A1829582439663370,569.97,EUR,20130615,20019,11,NA,153.161
AA20954D-6483-48D8-9E0D-D3BDFF8B197A,A1759222088017710,78750,JPY,20130615,72758,16,NA,153.132
E99493A6-78E3-434D-9AAB-D2B1E0AF1AD9,A1759222088015940,78750,JPY,20130615,83531,17,NA,153.16
6EE898DD-C20C-4784-9CD5-3A630B4113AB,A914801045428170,85.59,USD,20130615,180929,13,NA,24.3
EAA2680C-AD71-4139-BBCA-D74E0B373E33,A1055521383712530,210.99,USD,20130615,195557,NA,NA,201.247
C43487B3-4C79-46C9-B163-EB704D6F28A1,A1899947009494720,538,EUR,20130617,43251,13,NA,180.11
8DAB4CC5-905C-4646-904A-F981F3F7D0BA,A844427868914574,389.99,GBP,20130617,111146,11,NA,92.29
65EA39D7-E9AC-4E55-8F4E-0A3C932688B0,A985157032078551,699,CNY,20130619,10621,17,NA,8.35
45544389-E451-4D60-9BF6-261176776209,A914801018161878,99.99,USD,20130619,110754,3,NA,97.78
B1992BA4-6A40-477F-99FF-2C9AC26688DF,A1688853662172620,569.97,EUR,20130619,145607,23,NA,218.227
2F246963-29D5-4570-BF39-54494E929938,A1055521390784220,219.99,USD,20130619,222420,NA,NA,216.15
3147828E-D9DA-4C96-AB5C-56ECE7A35403,A985157032922252,211.89,USD,20130619,220602,15,NA,65.13
24AC8E71-2B1E-4A4A-A416-64736D04783B,A844428082778441,157.07,CAD,20130621,171505,12,NA,70.81
BD06116A-1C08-45CB-8BAC-515E522168AE,A844428082845952,147.83,USD,20130621,183949,13,NA,98.219
F1B5AEFF-0701-44A7-8BFF-F44A9FCD8F2C,A914801050992809,281.37,CAD,20130621,230304,17,NA,68.69
2959008D-82E5-4A92-ABAD-15BF31D4D860,A1055521428449680,278.88,CAD,20130622,31649,22,NA,174.112
3D4366E9-508C-4391-A2BD-1CD19A6A3E28,A1899946665040220,75.76,USD,20130623,81431,10,NA,41.15
7CD74B1F-ACC8-4C37-B00F-11151C50D758,A1055520703430980,119.75,USD,20130625,15614,20,NA,173.52
0B724B9C-2D5A-4DA6-8D99-570DA7C20933,A2111055908627200,74.89,USD,20130626,4922,19,NA,68.58
43C9065E-A514-4250-85E7-77C8768EB061,A985157038112964,150.14,USD,20130626,25921,21,NA,74.242
4C959775-D5F7-4529-8198-B5CD3007D04C,A1829581437162310,233.19,USD,20130627,124938,7,NA,64.12
F6A4299A-ECE2-4DBA-BFC5-07E405117646,A985157039468116,719,GBP,20130627,131814,13,NA,81.129
BDA24FA7-E187-478C-82AE-865DBCF769F0,A844428087822266,278.88,CAD,20130627,152421,10,NA,70.51
A053C59B-6929-4895-AC1D-658F81AB3CB6,A985157039921196,1438,GBP,20130628,33900,3,NA,188.29
A0C4B8CE-4587-469B-B447-1B99D45187BD,A844428089229497,261.45,CAD,20130629,73807,23,NA,24.85
12BE1B15-1042-4C4A-9B0D-30823F42E3D6,A985157041378120,159,USD,20130629,161353,11,NA,199.178
A67953E3-06C2-413F-BD06-8473F7C202F4,A1055521435190160,281.37,CAD,20130629,225924,17,NA,24.201
